Frequency,Mean_Amplitude,Std_Amplitude,Mean_FFT_Magnitude,Std_FFT_Magnitude,Skew_Amplitude,Kurt_Amplitude,Skew_Phase,Kurt_Phase,Cyclo_Autocorr,Spectral_Entropy,PAPR,Band_Energy_Ratio
144000000.0,0.5146783248147722,0.28233394528147027,249.06427008372793,168.22765646574697,0.4610016290277811,2.4009382633488454,-0.03809505564415483,1.965350696635865,40671.70027342922,17.746007613209095,5.850499661614563,0.5084609915053331
144500000.0,0.5152620118281608,0.2789899439629041,250.3141744870073,165.35240611281225,0.46304035953432415,2.4277034721562054,-0.009742555349451395,1.7991768381411213,40698.96551208045,17.749880049749116,5.861228005291361,0.4560231584505252
145000000.0,0.45236821394341115,0.2694913257257256,235.31200550469993,131.5853976326579,0.7420193965756658,2.8919520688444913,-0.05783949652705994,1.8024427110408148,31312.077200070653,17.788336130033183,7.214509226746509,0.47612972927697894
145500000.0,0.4170211110160967,0.26811176516869173,222.8822290041243,121.47853212732612,0.9204199526533479,3.2105920638047154,-0.2509922783337999,2.146351237583741,26614.116789715365,17.789153181996944,8.145044956931097,0.5006003135132755
146000000.0,0.42006163622448234,0.26752176733119837,221.736963268836,125.89652855702013,0.9029284773583891,3.18988656099976,-0.013401912586644683,1.781393599238502,26985.2700291413,17.78243892713836,8.064567262400379,0.5091287085037599
Frequency,Mean_Amplitude,Std_Amplitude,Mean_FFT_Magnitude,Std_FFT_Magnitude,Skew_Amplitude,Kurt_Amplitude,Skew_Phase,Kurt_Phase,Cyclo_Autocorr,Spectral_Entropy,PAPR,Band_Energy_Ratio
144000000.0,0.47084462206723876,0.27078912072174666,232.92097179873153,151.94196728075877,0.6331428820667584,2.6974625401723347,0.06989043482447463,1.7888216204122407,33934.51440209219,17.75667961873839,6.7850135748151725,0.5135498592394248
Frequency,Mean_Amplitude,Std_Amplitude,Mean_FFT_Magnitude,Std_FFT_Magnitude,Skew_Amplitude,Kurt_Amplitude,Skew_Phase,Kurt_Phase,Cyclo_Autocorr,Spectral_Entropy,PAPR,Band_Energy_Ratio
144000000.0,0.4997014815456905,0.2806495165552426,242.07618550665038,165.84155989049307,0.5158041486531334,2.46749402829272,0.023969747265671235,1.8065991308730365,38279.10686957834,17.746626235078807,6.128856202519276,0.5105183356739257
144500000.0,0.5176435138347751,0.28844641024988305,250.2117267376259,171.5992368376971,0.4531563285383429,2.3288414098793266,0.013070136801433246,1.807929487935007,40995.08600905177,17.739244185340493,5.696640266287524,0.44368780263586044
145000000.0,0.43814459609097306,0.2690082853390516,228.80161401799782,130.17045580746023,0.7993007657207281,2.9700406541404973,0.0013627423059257766,1.7691709133262812,29342.162246803367,17.78639625523133,7.5666745569249425,0.47240964193534907
145500000.0,0.4033861633307966,0.26899944743326853,217.65383552225703,119.38798686182035,0.9890490660002952,3.301385328037469,-0.20055587777974102,1.8280399108688428,24886.681019798103,17.788838479251808,8.50960451267883,0.49914369759411414
146000000.0,0.403083058005408,0.2678625660114128,214.88904777586703,123.38714928227719,0.9772895607727804,3.2937437009826938,-0.06160785861116924,1.789185265717157,24835.477718948183,17.780680061325363,8.539549668242643,0.5074065322833585
Frequency,Mean_Amplitude,Std_Amplitude,Mean_FFT_Magnitude,Std_FFT_Magnitude,Skew_Amplitude,Kurt_Amplitude,Skew_Phase,Kurt_Phase,Cyclo_Autocorr,Spectral_Entropy,PAPR,Band_Energy_Ratio
144000000.0,0.5428495183148438,0.30295839680880443,262.1794650665033,180.4789982763772,0.3539977920403129,2.115350650683845,-0.013858594282093028,1.8174364703751675,45082.97453243382,17.73897187480408,5.1752323165259195,0.5066629646827401
144500000.0,0.5309044390813992,0.29473697710819324,257.40065775444634,174.370041752177,0.4144383078677706,2.2465657976641724,-0.0025091950919974267,1.8045413958859668,43118.18618494026,17.744250465776684,5.424116125143062,0.4472051756635357
145000000.0,0.45759627714870293,0.28173714938610644,239.1748386918767,136.00058723932585,0.7408772748968104,2.7603585298039386,0.04573199284966793,1.84911510958768,32035.13132089097,17.78681001834918,6.926857344441373,0.4723226215059011
145500000.0,0.4247608686851456,0.28218568415649714,228.77330695012535,125.85872365122009,0.9086740485564576,3.017407949396021,-0.075357408870431,1.8807847429443711,27590.1145936637,17.79003354349919,7.694363161696799,0.496170176035461
146000000.0,0.41626923444705505,0.2802625034444114,224.14758296983956,125.58400078257046,0.9348823604667811,3.079777351064629,0.011845138783288281,2.0592283187594704,26482.9658359483,17.78402866911906,7.942219847689313,0.5011765335045147
